	weight	ssn	hemoglobin	alp	etytr	alt	erytrocyty	hbver	name	hematokrit	indicator	er-cv	leukocyty	smoker	relationship	ast	trombocyty
4915	52.37342	319-43-4503	10.02997	27.18379	6.01307	2.89029	7.22003	6.84555	Colleen Brown	7.29627	0.00000	53.19594	8.55034	Y	widowed	33.15399	6.87150
4916	37.84329	792-79-3331	7.43889	66.11472	8.19568	2.54832	7.18734	8.78975	Jeffrey Wilson	11.03400	1.00000	38.48285	5.25366	no	divoced	50.20679	8.11841
4917	83.99551	711-11-5318	8.00026	38.14242	9.73344	2.03487	7.30876	9.64941	Tammy Frazier	9.99721	1.00000	51.12739	6.46067	N	single	43.98763	8.39481
4918	115.04736	728-82-0577	5.83743	85.23508	6.83228	1.41931	5.72397	7.57601	Mike White	9.91790	1.00000	55.56535	5.98962	Y	single	41.02665	9.46018
4919	32.11482	465-22-0053	6.16801	82.71326	6.53193	17.18133	9.58341	8.40889	Tracy Christensen	8.36605	1.00000	39.25709	10.05528	no	nop	53.04780	8.98703
4920	94.17747	758-54-4491	6.72304	81.29076	5.45570	2.38517	7.60781	8.61117	Sierra Taylor	9.85948	1.00000	34.16716	9.44485	yes	separated	35.58847	6.90185
4921	93.44447	580-98-1268	9.27044	17.90010	5.56681	2.55085	7.10551	7.97301	Leslie Reed	7.75108	0.00000	64.27713	8.14887	yes	divoced	35.40515	7.43209
4922	30.61392	276-91-4617	9.30250	13.12785	7.02462	4.31167	7.99512	7.55885	Daniel King	8.19840	1.00000	29.93255	6.22179	no	divoced	44.19908	7.28137
4923	99.99303	895-62-0763	5.53641	84.11573	7.29051	2.40847	6.65713	7.50110	Bruce Lindsey	8.96073	1.00000	60.37604	9.96419	no	nop	65.19904	8.49628
4924	-22.32686	642-87-1454	9.13429	12.42507	7.02054	6.70661	8.49738	8.21458	Alan Higgins	8.76851	1.00000	52.87092	5.13298	Y	separated	49.35109	8.40116
4925	19.55165	040-01-4551	8.83046	14.92485	6.12388	7.36168	8.67241	7.51049	Michael Rogers	8.18932	0.00000	59.56968	8.52523	no	divoced	33.61812	7.11712
4926	36.06095	580-74-8555	5.54574	70.55675	7.13461	3.27885	7.29980	7.21511	Elizabeth Lopez	5.93020	0.00000	36.52903	9.27460	Y	divoced	48.93048	7.54050
4927	33.21460	787-50-8854	8.88182	19.73686	9.82859	3.26088	7.91361	7.05236	Doris Acevedo	8.58190	1.00000	52.49196	6.89560	no	nop	44.03972	6.94016
4928	71.73740	740-95-1597	8.24593	32.49775	5.73211	1.39215	5.97215	5.32735	Jamie Delacruz	9.29314	0.00000	59.80629	8.32191	no	single	50.36643	7.44414
4929	56.05192	346-11-1427	7.03268	82.60450	5.41414	1.76453	5.89080	7.06653	John Hubbard	10.99174	0.00000	53.85807	9.20525	Y	separated	37.62161	9.20897
4930	54.95288	701-12-5936	7.91803	51.36928	9.42538	0.84663	6.82783	7.21468	Alex Davis	8.81968	1.00000	35.08809	7.34260	yes	married	35.21650	7.94671
4931	15.47534	736-85-1168	5.24233	66.90862	9.52338	8.04630	8.61555	8.73827	Austin Thompson	9.82993	1.00000	39.67080	8.98754	Y	married	45.48829	7.94529
4932	82.44166	841-99-6261	7.24373	68.20457	9.54766	2.66333	6.88162	7.88023	Caleb Day	9.22214	1.00000	60.51161	6.55643	yes	divoced	48.73328	5.28739
4933	102.00445	714-06-4861	11.18325	60.15666	10.78556	2.16275	7.11932	8.13089	Joseph Horton	7.97055	0.00000	71.03046	6.91445	no	single	52.05643	9.37601
4934	79.15004	345-67-1148	4.30864	35.63784	4.59967	3.24715	7.74633	8.89539	Nicole Tyler	8.91609	0.00000	50.84643	8.43309	no	nop	52.35223	7.97710
4935	39.50394	760-40-8811	5.46731	75.57375	4.19754	4.89314	7.86942	7.19960	Carla Williams	13.07684	0.00000	46.62212	9.01814	no	separated	34.50054	6.92140
4936	41.81617	585-67-1157	12.24400	82.26150	8.18184	1.49416	5.81509	6.81792	Allen Ruiz	4.26598	0.00000	39.27811	8.64510	no	single	35.61095	7.18384
4937	45.04529	579-25-2235	5.47885	71.10586	7.29397	3.48339	6.92537	7.56557	Kelsey Hopkins	11.54361	1.00000	40.34637	9.84013	Y	nop	57.37224	7.63291
4938	44.22841	562-98-3559	8.76206	17.87376	9.91137	2.03611	6.33445	7.42691	Samuel Vaughn	7.69883	1.00000	54.63883	7.67535	no	widowed	40.69530	7.37452
4939	113.93945	883-19-6968	5.40399	68.78272		1.31301	6.16738	8.09642	Brittany Cook	7.40228	0.00000	38.86125	8.33802	yes	married	44.76806	7.72847
4940	38.99239	019-15-8674	7.38481	67.09641	8.24077	2.79705	6.95584	7.35103	Pamela Hanson	6.03849	1.00000	41.86744	6.64303	no	widowed	56.70392	7.10510
4941	79.82048	845-73-6712	8.45264	29.09344	9.59633	1.61671	6.18966	8.26674	Paul Vargas	9.39546	1.00000	49.54203	7.51174	no	single	41.27194	8.73377
4942	64.33335	060-05-1351	9.91708	20.03026	7.97138	2.11400	6.57987	8.54252	Deborah Gibbs	8.10854	1.00000	32.41833	6.27339	no	nop	64.86941	6.56868
4943	69.17224	894-66-7129	8.44282	24.92965	7.02048	4.59244	7.95619	7.89399	Jacob Henson	5.58882	1.00000	55.66036	5.91654	no	separated	54.63372	7.36006
4944	7.90328	655-43-7008	7.01638	76.28114	3.81658	4.89227	8.14479	8.07405	Ricky Webster	10.77817	1.00000	50.07289	9.27821	no	single	58.86092	7.48537
4945	40.40289	113-96-8536	5.01121	62.24817	8.55170	3.30840	7.66574	8.23381	Joshua Bradley	6.92576	0.00000	25.72163	5.68339	yes	nop		8.59741
4946	120.65485	546-90-8703	7.09802	77.60128	5.80058	2.59643	6.45353	7.99759	Andrew Shaw	11.56767	1.00000	38.92409	9.46583	Y	married	48.42511	5.85670
4947	46.78221	836-72-2055	7.36143	64.08336	4.78968	3.96760	7.70765	7.68357	Alison Hodge	9.72404	1.00000	39.86801	8.81741	yes	married	76.04286	9.02218
4948	40.38374	402-81-3918	5.85041	75.10776	6.63604	1.53083	6.57510	8.05037	Stephanie Lewis	9.31844	1.00000	65.49316	5.10420	yes	widowed	45.40514	10.83015
4949	159.16537	099-38-7716	5.23382	65.84542	8.33925	6.04632	8.12488	6.79295	Virginia Rowland	10.10277	1.00000	45.96807	10.04556	no	widowed	27.80851	6.19189
4950	46.56419	543-42-7225	9.68906	6.67031	7.90928	3.97391	7.72259	7.42338	Ronald Kelly	8.92200	0.00000	74.44737	6.01585	no	divoced	54.25604	7.89240
4951	88.20204	851-55-0708	8.74002	28.14477	6.79656	2.59617	7.45657	9.43244	Brittany Johnson	9.21989	0.00000	40.28520	9.46962	no	divoced	66.37497	7.46332
4952	108.04473	591-72-6065	9.82280	11.20012	8.47848	2.56385	6.81441	7.92714	Nicholas Rollins	8.25784	1.00000	63.12100	6.23224	no	divoced	41.09271	10.23726
4953	131.92112	645-56-1137	8.15193	37.98450	6.27486	10.85264	9.02915	7.28839	Jimmy Aguilar	7.85379	1.00000	45.49164	10.36817	Y	nop	52.16377	7.80155
4954	85.90491	110-78-3941	8.76558	27.83551	6.25908	2.36429	6.61526	5.92468	David Campbell	5.89123	0.00000	45.93867	8.52170	yes	divoced	38.12384	9.41093
4955	-35.90678	299-71-6143	8.28831	32.09802	6.88736	3.76046	7.40991	7.47044	Maria Morales	10.04992	0.00000	57.43295	9.34856	no	single	48.94303	9.42064
4956	100.42794	668-89-0427	7.24644	72.93785	7.53086	6.64464	8.53050	6.44599	Jesse Anderson	6.52598	0.00000	43.35014	8.81719	no	married	61.63538	7.77388
4957	42.51282	375-67-4137	9.09694	16.97352	6.50933	4.09728	7.87983	6.29025	Harold Williams	8.34352	0.00000	33.11094	8.34761	yes	widowed	68.52716	8.73450
4958	31.62593	623-27-9752	7.86679	54.87579	5.70474	4.30189	8.00042	5.53071	Emily Goodwin	10.20185	0.00000	58.30594	8.95030	no	married	28.23284	8.51646
4959	22.30385	194-16-4098	7.12861	63.78965	8.68265	4.21628	7.85208	7.55356	Nathan Baker	7.33821	0.00000	57.60273	9.11391	yes	widowed	35.44436	6.38937
4960	58.73896	812-91-3307	11.06997	46.74411	8.12177	2.71501	7.06632	5.44710	Megan Thomas	6.26382	0.00000	30.91400	9.04218	no	single	67.22051	8.24895
4961	32.08494	699-23-7482	9.95123	9.03047	6.86838	1.70975	6.74242	8.12863	Stephen Camacho	8.05960	0.00000	49.28325	9.07120	yes	separated	34.55949	7.79466
4962	36.19448	547-48-5161	9.30445	11.68610	6.10964	6.01688	8.36360	7.30818	Alicia Ho	8.13770	0.00000	46.22051	8.97666	no	married	70.74737	6.80538
4963	15.42546	205-21-8491	5.99372	80.86020	6.02327	6.36912	8.41181	6.67629	Heather Turner	9.90348	1.00000	45.51172	11.82795	no	nop	43.95463	7.76074
4964	136.72438	637-52-8283	6.67857	78.75573	4.73669	2.66384	6.87362	6.93921	Joseph Rodriguez	11.61800	0.00000	57.45249	9.08198	yes	divoced	38.79410	7.58420
4965	67.03791	181-67-1785	9.97562	16.46746	4.03419	18.95477	9.62329	6.29753	Crystal Wagner	8.33780	1.00000	64.10116	8.50039	no	widowed	44.60221	6.20078
4966	38.97591	596-72-7209	5.51694	69.18278	8.62952	1.69182	6.77223	9.18998	Jordan Melendez	9.22207	1.00000	44.42814	9.11134	no	separated	48.94889	6.56748
4967	75.86949	836-88-3098	8.06438	49.85249	9.30479	13.65977	9.27981	7.27733	Isaiah Burgess	9.83326	1.00000	53.53671	7.65155	Y	widowed	39.85054	6.58267
4968	0.89668	538-31-8256	7.12129	74.25855	6.47316	3.11468	6.47577	6.70443	Michael Morris	6.39750	0.00000	52.68872	8.50611	yes	separated	51.39922	6.08075
4969	84.58356	555-79-1962	7.13041	76.16405	9.01341	17.80321	9.59127	7.94519	Brian Miles	5.62806	0.00000	47.68578	9.25526	no	married	36.89552	9.73805
4970	109.90612	295-21-2685	11.45355	64.01761	9.72984	2.20061	7.07866	6.95574	Linda Pierce	7.81911	1.00000	57.25974	6.79168	yes	widowed	28.36347	8.28473
4971	117.84594	257-78-8976	6.95165	76.65720	5.19646	4.36034	7.94269	8.44940	Matthew Marsh	4.49096	0.00000	36.32808	8.58825	Y	nop	33.66111	8.37809
4972	32.66196	546-43-4953	7.59344	62.06684	8.98111	2.98514	7.05961	6.81407	Miguel Ruiz DVM	10.02585	1.00000	36.23854	6.23739	no	married	57.54456	7.11085
4973	53.15172	503-02-5647	10.15547	13.42820	6.11323	1.33733	5.59399	6.98013	Mr. Brandon Richardson	6.45198	0.00000	42.43036	8.16366	no	single	31.15621	7.43765
4974	49.29004	329-14-7495	7.29146	69.21517	10.46207	5.99591	8.36912	6.08321	Joseph Lewis DVM	10.97313	1.00000	46.38062	7.45141	no	divoced	49.74367	6.11751
4975	65.76228	461-82-6806	9.78701	16.57570	1.17733	12.08621	9.11179	8.06805	Robert Graham	9.60546	1.00000	54.96122	9.69337	no	single	54.43069	7.28855
4976	119.65277	312-24-6926	9.15079	13.82326	8.75210	2.31525	7.20456	7.32674	Steven Carpenter	7.63100	1.00000	52.00048	6.12185	no	married	74.79607	9.74466
4977	94.17294	767-13-4958	6.77620	75.12772	5.52744	2.94473	7.45933	9.07317	Jose Barr	7.53041	0.00000	76.95051	8.01297	N	single	39.31057	8.41890
4978	74.66713	528-22-1065	8.23821	40.53841	8.57933	6.60120	8.66530	6.94911	Jeremy Garcia	8.24188	1.00000	49.04949	6.71728	yes	married	55.23900	7.68794
4979	89.39575	334-07-4586	5.62669	74.78103	7.30868	2.22655	6.22184	7.01883	Pamela Lee	7.52385	1.00000	48.50792	8.03803	Y	divoced	41.25514	8.08738
4980	15.08698	691-56-1513	5.85130	88.98979	7.88303	6.53663	8.38584	6.48001	Stephen Williams	7.03181	1.00000	48.38212	8.81901	yes	married	48.11569	7.91595
4981	-37.92547	749-76-1787	10.26240	28.43420	10.08268	7.61655	8.51244	7.74340	Katie Faulkner	9.36655	1.00000	32.03476	7.28495	yes	divoced	52.28080	9.07224
4982	27.70898	692-26-4054	9.56645	16.64052	7.23077	10.08100	9.03878	7.65664	David White	8.73805	1.00000	72.01798	7.01379	no	divoced	30.93906	6.96461
4983	81.59608	558-89-0466	6.64582	87.61127	7.04780	21.51446	9.75688	7.42224	Dr. Gary Rice	8.12090	0.00000	55.88973	7.80152	no	divoced	56.66050	9.41804
4984	5.14043	669-81-8275	5.70903	76.66732	7.32175	5.35256	8.22667	7.41150	Victoria Washington	10.11199	1.00000	40.80082	9.03602	yes	single	39.73479	7.49224
4985	75.81894	447-99-7488	8.76159	25.45934	8.24258	4.93169	8.11462	8.14005	Kenneth Smith	8.84516	1.00000	34.18417	6.06442	Y	married	29.38705	5.32914
4986	65.42122	861-35-1133	5.51538	74.11213	5.44345	5.25894	8.23301	10.26718	Tyler Cross	6.75073	0.00000	70.18279	8.61703	no	single	43.83360	8.06174
4987	34.99987	243-28-3072	5.85740	82.36451	4.87486	3.08354	7.17212	6.44401	Michael Herrera	5.40696	0.00000	67.38954	8.65232	Y	married	44.06183	8.32117
4988	57.18367	241-76-4368	6.79545	78.97432	5.10457	3.65443	7.91026	7.02514	Matthew Crane	8.65258	1.00000	56.47317	8.86865	Y	married	31.88719	7.74538
4989	6.62393	549-22-3332	4.78866	54.62770	7.61835	2.73447	7.62605	8.31111	James Miller	9.05745	1.00000	75.66443	9.50278	N	married	35.62740	8.24993
4990	22.56763	568-75-4254	6.09187	90.70806	5.89843	1.33217	5.83951	8.12767	Jeremiah Reeves	10.15003	1.00000	43.39424	8.22748	yes	separated	42.97058	5.72171
4991	66.24807	248-31-2669	5.69783	85.41524	5.36678	9.57534	8.96955	8.19626	Kenneth Kemp	7.18819	0.00000	61.50724	8.69969	Y	single	32.08997	8.39358
4992	56.74618	022-86-9194	6.06960	84.82753	6.37363	2.94746	7.54267	10.73994	Christine Williams	8.97002	1.00000	54.27491	10.20706	N	single	21.87926	7.10813
4993	108.60013	643-10-6797	7.53603	63.20827	7.89567	2.58001	6.94103	7.04442	Jason Williams	8.00458	0.00000	53.54408	8.87916	yes	single	50.24262	7.76383
4994	24.99329	103-46-1347	7.62008	59.32085	9.60305	3.52587	7.63497	6.20192	Raymond Hayes	4.67755	1.00000	51.60621	8.33124	no	married	61.80513	7.65100
4995	12.38860	561-61-7955	9.36588	11.44773	7.58203	6.10617	8.49653	7.86419	Michelle Patterson	8.63756	0.00000	63.93498	9.22145	no	single	28.90987	7.33644
4996	25.71319	624-83-1446	10.34255	27.18048	6.25668	5.32690	7.82664	7.12664	Christopher Dunn	6.35875	0.00000	48.00596	8.03802	no	separated	57.11431	7.10031
4997	110.94581	266-21-3481	9.76178	17.49976	3.45532	5.22781	8.12411	6.23518	Catherine Cook	6.12465	1.00000	57.30098	6.98410	no	married	43.29452	7.18820
4998	65.16711	557-53-7193	10.23960	15.47513	6.90988	1.94267	6.01111	8.84361	Miss Sophia Leach	7.03728	0.00000	50.04879	8.40461	no	married	44.71992	6.93263
4999	57.39340	215-85-8779	7.07204	77.50744	5.90062	1.37443	6.85074	7.85987	Larry Mccall	10.89971	1.00000	52.23128	10.71984	no	married	35.04621	7.90144
5000	62.89547	491-73-2714	5.21832	70.24101	7.61924	2.20431	6.51837	7.59751	Jeremy Bennett	10.22043	1.00000	79.64473	9.24224	yes	divoced	34.79101	9.16218
5001	87.12709	557-62-2560	10.63248	28.54508	10.04502	4.79288	7.92623	8.21957	Donna Lopez	10.04002	1.00000	63.70427	7.48527	no	married	75.02107	8.08991
5002	51.17343	189-83-7921	8.46108	18.40206	10.94462	7.79636	8.51309	6.74257	Craig Finley	8.74600	1.00000	49.05338	8.34623	yes	married	50.54374	7.21531
5003	92.59257	518-53-2195	6.93442	81.03717	6.47254	10.41839	8.93060	7.93439	Terri Shea	8.56484	0.00000	65.55302	8.55096	no	divoced	48.87252	6.75180
5004	-13.67856	274-35-5594	7.40969	56.02737	5.61172	1.75379	6.85404	7.88383	Andrew Jackson	9.41781	1.00000	94.66786	9.27644	no	married	41.89555	9.09172
5005	-3.67988	679-04-3502	6.76096	84.39708	5.85208	1.50357	6.75327	8.67971	Karla Smith	8.49831	1.00000	32.67956	8.82191	Y	nop	55.60015	8.30287
5006	83.55860	024-13-9214	9.51909	17.01843	7.10371	2.95024	7.35624	8.61073	Deborah Andersen	7.79225	0.00000	38.27088	8.52009	yes	divoced	21.76361	6.87376
5007	22.26547	165-33-7747	5.32793	76.55229	8.68518	7.85695	8.63946	5.00226	Stephanie Castillo	9.35689	1.00000	50.91084	8.43440	no	divoced	45.27948	6.41858
5008	22.38195	774-56-5010	6.37068	90.21460	7.47413	2.41594	6.47551	9.03075	Sara Gutierrez	5.47024	0.00000	36.51734	9.44112	no	single	51.09744	7.68479
5009	72.49683	562-60-2879	10.28036	28.29141	10.10057	1.44921	6.72602	7.60128	Lonnie Cherry	9.24926	1.00000	52.75055	7.46085	Y	nop	53.25648	9.22853
5010	95.95088	122-68-7931	8.57594	21.25060	3.86287	1.86912	7.22422	9.12147	Timothy Price	7.48106	1.00000	51.37913	6.27687	no	separated	56.74089	7.94765
5011	24.43430	803-89-8350	4.92671	57.35311	7.98755	1.99934	6.54548	8.67813	Denise King	9.11339	1.00000	73.21424	8.83526	yes	divoced	66.29871	8.43600
5012	47.42441	213-60-1732	5.17048	65.56284		11.83182	9.07221	7.24271	Carol Tucker	9.57613	1.00000	45.66252	9.65018	no	widowed	74.96974	7.77861
5013	63.68790	302-25-8661	9.93908	19.35548	6.03286	2.11897	7.15681	7.57207	Christopher Brooks	6.94057	0.00000	58.25558	7.74269	Y	divoced	61.44829	7.72710
5014	37.72542	367-66-2199	4.94230	62.78840	3.56831	3.61984	8.08550	7.14041	Laurie Davis	5.19824	0.00000	52.17334	8.82605	N	married	57.34218	7.67786
5015	135.38948	568-15-2219	10.70128	44.90972	8.75829	6.21243	8.59300	7.24963	Jack Villarreal	6.60899	1.00000	56.10190	6.53809	N	separated	68.03066	6.27027
5016	71.69689	668-24-9310	8.06705	42.21275	9.14068	4.56717	7.79006	9.60176	Natalie Zuniga	10.83621	1.00000	65.71670	6.22116	Y	divoced	66.28302	6.18852
5017	79.92758	238-67-9253	9.80290	14.87079	7.15396	6.09451	8.38483	7.61444	Lisa Gomez	8.03746	0.00000	53.76149	9.76239	no	single	78.25322	6.39446
5018	48.29176	118-77-0232	6.08588	88.13761	6.48994	3.09561	7.91430	7.91065	William Cannon	8.22088	0.00000	50.08854	8.74620	yes	widowed	57.34013	8.66140
5019	106.70462	366-49-5880	9.34393	5.58906	8.38571	0.82259	6.27440	7.83283	Jennifer Moon	7.18548	0.00000	63.98192	8.49429	Y	widowed	43.29500	5.20304
5020	63.93913	736-24-6608	7.06002	77.22488	7.54788	2.38408	6.58765	9.61744	Michele Smith	7.84392	1.00000	43.94481	5.97316	yes	divoced	57.88209	8.59419
5021	67.43235	688-69-8985	8.27409	33.75740	8.55193	2.17681	6.28044	8.54552	Allison Powell	11.40249	1.00000	27.62232	6.08689	yes	single	28.46101	6.93691
5022	30.50313	328-87-3783	9.44297	8.35779	7.31707	3.66362	7.68650	7.74935	Russell Mccarthy	8.04422	1.00000	66.27885	5.46382	no	divoced	46.50103	7.24224
5023	-2.68285	554-76-8319	7.44890	65.05707	8.94583	6.07181	8.51529	7.43450	Debbie Avila	5.13502	0.00000	32.90479	9.73859	yes	married	57.86149	7.36077
5024	73.58662	482-83-4934	7.33120	66.09189	6.35936	8.12299	8.59917	6.27405	Cynthia Bridges MD	8.30020	1.00000	45.16395	7.94959	Y	married	23.15116	6.91284
5025	86.71307	047-26-0169	9.43416	17.39381	8.93535	6.27054	8.45521	8.10357	Stephanie Mosley	7.04888	1.00000	50.78498	6.18682	no	married	50.90076	8.78045
5026	135.08652	863-65-3345	6.03554	82.48312	5.47500	8.41430	8.78849	9.27558	Amanda Roberts	9.41372	1.00000	58.00026	9.24843	N	divoced	41.99937	8.13056
5027	36.96720	224-84-0607	8.33234	39.15362	10.01698	5.57891	8.23541	6.73960	Susan Cox	6.78785	1.00000	49.61637	7.85794	yes	nop	58.25233	6.63799
5028	62.52146	128-03-6987	9.62177	9.19544	9.42285	2.03899	6.13312	7.41374	Susan Wilson	8.37704	1.00000	29.72250	5.73420	Y	divoced	13.73065	6.82432
5029	84.21028	876-06-0304	6.36866	85.58369	6.27251	6.41138	8.63345	9.95549	Katie Graves	9.24032	1.00000	48.98208	9.48259	no	divoced	38.21982	7.19747
5030	83.73917	151-31-0882	6.45517	80.91845	7.16305	26.61499	9.99254	7.98066	Edward Bowen	7.72571	1.00000	36.53449	7.93530	no	separated	38.04485	5.76212
5031	96.62652	489-96-8166	11.21071	61.67558	7.01123	2.12351	7.09628	7.85096	Michelle Aguilar	8.63441	1.00000	63.22121	4.81976	Y	divoced	60.77469	7.60923
5032	40.38486	302-67-8131	8.23083	38.61045	9.85554	8.14742	8.70837	6.66979	Natalie Murillo	10.63649	0.00000	52.65395	6.86878	no	married	60.07317	7.36606
5033	51.85502	196-33-5005	7.80946	51.49336	8.99371	6.44465	8.39594	7.51662	Bryan Baker	7.02290	1.00000	54.82936	7.43172	N	married	43.25442	7.26292
5034	68.85710	898-97-1338	9.41596	14.47736	10.26005	4.00451	7.66564	7.86830	Kristen Richards	10.17041	1.00000	39.80052	6.91684	no	married	62.26925	10.68669
5035	63.34259	197-84-0450	5.14592	64.85618	4.00261	2.12186	7.12754	8.53177	Gregory Alexander	4.77590	0.00000	57.88932	9.00393	no	single	50.40634	7.79274
5036	69.38369	729-01-7789	10.78692	43.80370	9.34968	2.25915	6.98575	6.55995	Shannon Stein	7.56819	1.00000	66.91007	6.36020	N	widowed	63.39954	7.15667
5037	67.83004	369-14-3105	7.60015	61.10015	6.12145	6.63985	8.53156	7.68500	Michael Smith	10.91301	0.00000	52.38150	9.63750	no	married	33.00948	7.44044
5038	41.68593	548-46-8764	4.95781	55.17499	6.17587	1.63860	5.97772	8.23107	Andrea Roberts	7.28830	0.00000	56.32662	9.02031	no	single	49.14151	6.69502
5039	97.93210	166-42-0583	10.11374	20.46866	5.59274	25.13405	9.94064	6.86831	Kevin Martinez	6.87434	0.00000	28.25375	7.73555	yes	married	21.12385	8.73874
5040	33.42464	458-11-1427	7.33523	65.32088	4.76423	2.93960	7.72053	8.00889	Robert Bailey	10.62596	0.00000	63.70790	8.36969	yes	single	53.82356	7.25220
5041	111.12341	296-59-0194	11.53209	75.40550	9.05152	5.98104	8.32742	7.50014	Miranda Hamilton	10.51359	1.00000	53.81949	6.32311	no	nop	57.91770	8.50574
5042	87.38725	539-71-1888	5.72109	83.37881	8.20933	11.59168	9.05486	8.96594	Margaret Gilbert	9.87107	1.00000	49.77115	7.80898	no	single		7.26228
5043	17.01653	892-03-6552	8.04499	40.28684	9.73337	4.97468	8.14260	7.81599	Noah Landry	8.70734	1.00000	70.67714	6.66235	no	married	41.59344	7.61705
5044	55.93515	704-69-2733	6.15264	82.66373	7.42424	2.70572	7.54766	9.43970	Angela Sullivan	7.63620	0.00000	48.82987	8.82162	Y	divoced	52.57976	7.86316
5045	34.54098	294-47-7899	8.33037	30.98019	8.70587	3.18039	7.26810	6.93709	Theresa Salas	8.61674	1.00000	51.85638	5.96954	no	single	40.25196	7.55018
5046	106.05748	074-55-3275	6.90675	76.30092	10.25409	2.40434	7.55309	6.50351	Kathleen Roth	7.38205	1.00000	50.41087	7.86442	no	married	28.23398	
5047	76.22811	118-85-1969	6.09008	88.16925	8.38260	3.73709	7.89352	8.43302	Julia Marshall	6.34844	0.00000	27.27026	9.36368	no	married	59.92688	9.37370
5048	-6.88957	602-26-3791	7.20264	73.64384	3.89391	6.86856	8.25791	8.03158	Tiffany French	7.68336	1.00000	50.00727	7.56298	no	married	41.07064	7.27907
5049	86.64521	497-60-2931	5.79572	84.94829	7.12818	5.46354	8.13243	8.54058	Steven Schmidt	9.47371	1.00000	13.16510	9.44469	no	widowed	31.47974	9.41061
5050	25.20655	898-99-4431	3.70853	17.97796	8.88704	1.96182	6.35225	6.65160	Melissa White	8.87534	1.00000	32.75755	7.78302	Y	single	41.45002	6.95717
5051	99.17339	050-11-0318	8.90109	17.30221	6.99419	1.43043	6.21345	8.08818	Jason Joyce	8.96235	1.00000	59.56452	4.92124	N	single	40.64957	7.58774
5052	64.86767	463-12-8490	5.69795	73.02346	6.99124	2.78989	7.01491	7.06964	Francis Mendez	6.52919	0.00000	73.86149	9.17445	yes	single	50.00950	7.41292
5053	78.61394	385-58-1304	8.10104	40.67544	8.43751	7.44335	8.69989	7.65433	Mark Smith	9.01250	1.00000	55.71215	5.44040	no	single	42.90540	8.62450
5054	61.36303	048-55-7773	9.37721	16.67448	8.76255	5.57716	8.29582	8.35166	Angela Jefferson	8.62496	1.00000	41.39181	6.32509	no	single	50.50609	7.40846
5055	92.00228	347-63-8302	5.92280	81.84493	6.78296	0.68899	6.40719	7.18037	Rodney Castaneda	7.89267	1.00000	54.96045	7.25829	no	single	40.46217	8.04840
5056	81.75652	181-92-2731	8.12772	37.70760	7.65499	2.79180	7.63709	8.60332	Steven Brown	7.53733	1.00000	31.23271	5.50477	no	married	50.04198	7.05899
5057	-6.62075	465-27-2047	8.37218	31.42021	8.28413	3.32494	7.53673	8.87851	Rachel Kent	6.72872	1.00000	63.24065	7.04036	no	separated	43.26786	6.74498
5058	5.38737	825-49-4476	4.51311	46.90425	6.45961	13.14812	9.21424	8.89962	Cory Barnes	9.49071	1.00000	65.78620	10.02463	no	divoced	52.51010	6.53210
5059	95.14899	696-79-4809	9.82962	18.64321	6.07666	3.78427	7.79745	7.19831	Emily Moore	7.49165	0.00000	18.43564	8.35961	no	nop	60.25948	8.25064
5060	33.22519	023-38-3918	9.20585	7.98637	9.45379	9.23314	8.87399	8.03808	Brittany Nelson	8.54520	1.00000	51.56138	6.72145	Y	married	49.71379	8.92917
5061	43.44927	331-81-3274	8.15512	40.36667	4.38377	9.54401	8.91597	6.92773	Jessica Walker	7.66947	1.00000	59.42915	6.92119	N	divoced	48.60571	7.37356
5062	89.63084	858-35-4038	6.26406	82.35088	4.55623	2.97933	7.64408	7.05140	Christopher Campbell	9.66996	1.00000	40.36460	9.40489	no	divoced	63.44880	8.18259
5063	67.96337	785-04-6218	5.11076	61.47080	6.92664	1.78671	6.75453	6.75600	Barbara Dyer PhD	10.30255	1.00000	71.31579	8.43404	no	divoced	26.81079	9.19336
5064	77.72469	762-71-0688	8.50458	25.72281	8.45553	8.10951	8.69830	6.86444	Andrea Lopez	11.64123	1.00000	46.92809	5.45782	Y	single	31.39940	8.43035
5065	20.05454	469-47-8124	4.12745	30.36790	8.46182	4.31484	7.67000	7.58665	Miguel Rosales	9.76998	1.00000	37.26999	7.43990	no	married	61.33057	9.16905
5066	93.45551	306-99-3225	9.26477	16.87181	8.37146	2.76295	7.27139	7.35467	Amber Bray	6.98634	1.00000	59.88100	6.72551	yes	married	56.62006	6.81871
5067	-1.82038	463-12-4570	10.13588	18.40846	7.06574	2.03371	6.45127	5.30351	Julia Lane	7.12431	0.00000	59.12744	8.90292	N	single	65.10708	9.82902
5068	112.90623	293-30-4339	7.18450	70.74431	7.29621	2.49799	6.46445	7.77192	Michelle Hill	7.71132	0.00000	79.33871	8.69779	no	nop	40.44170	7.38737
5069	73.07053	764-19-8450	9.10502	23.40483	7.11645	5.53624	8.18312	8.03935	James Kelly	9.15783	1.00000	63.13474	5.08379	Y	nop	33.02103	7.54230
5070	75.67970	085-28-0672	10.94305	50.31609	8.22691	7.70827	8.71231	7.35564	Billy Phelps	6.67544	1.00000	59.68910	5.98144	no	single	41.10699	8.20960
5071	37.99393	502-62-7963	3.85221	24.64003	10.25966	3.93435	7.99852	7.83287	Traci Gilmore	8.16891	1.00000	47.88512	7.94821	Y	widowed	50.48645	7.77419
